Num of avail GPUs: 1
Device cuda
Loading ERA5 TCW ...
Start training srgan on era5-TCW:
Gen: 8061589
Disc: 5214273
Nr of Trainable Params on cuda:   13275862
[2024-07-11 10:16] Epoch: 0, Train Step: 1/2000000, Bsz = 16, Gen Loss 0.039, Disc Loss: 1.388
[2024-07-11 10:16] Epoch: 0, Train Step: 2/2000000, Bsz = 16, Gen Loss 0.144, Disc Loss: 1.331
[2024-07-11 10:16] Epoch: 0, Train Step: 3/2000000, Bsz = 16, Gen Loss 0.026, Disc Loss: 1.259
[2024-07-11 10:16] Epoch: 0, Train Step: 4/2000000, Bsz = 16, Gen Loss 0.021, Disc Loss: 1.122
[2024-07-11 10:16] Epoch: 0, Train Step: 5/2000000, Bsz = 16, Gen Loss 0.020, Disc Loss: 1.053
[2024-07-11 10:16] Epoch: 0, Train Step: 6/2000000, Bsz = 16, Gen Loss 0.054, Disc Loss: 1.009
[2024-07-11 10:16] Epoch: 0, Train Step: 7/2000000, Bsz = 16, Gen Loss 0.052, Disc Loss: 0.941
[2024-07-11 10:16] Epoch: 0, Train Step: 8/2000000, Bsz = 16, Gen Loss 0.032, Disc Loss: 0.862
[2024-07-11 10:17] Epoch: 0, Train Step: 9/2000000, Bsz = 16, Gen Loss 0.027, Disc Loss: 0.852
[2024-07-11 10:17] Epoch: 0, Train Step: 10/2000000, Bsz = 16, Gen Loss 0.031, Disc Loss: 0.792
[2024-07-11 10:17] Epoch: 0, Train Step: 11/2000000, Bsz = 16, Gen Loss 0.033, Disc Loss: 0.805
[2024-07-11 10:17] Epoch: 0, Train Step: 12/2000000, Bsz = 16, Gen Loss 0.032, Disc Loss: 0.768
[2024-07-11 10:17] Epoch: 0, Train Step: 13/2000000, Bsz = 16, Gen Loss 0.041, Disc Loss: 0.695
[2024-07-11 10:17] Epoch: 0, Train Step: 14/2000000, Bsz = 16, Gen Loss 0.050, Disc Loss: 0.647
[2024-07-11 10:17] Epoch: 0, Train Step: 15/2000000, Bsz = 16, Gen Loss 0.045, Disc Loss: 0.561
[2024-07-11 10:17] Epoch: 0, Train Step: 16/2000000, Bsz = 16, Gen Loss 0.031, Disc Loss: 0.588
[2024-07-11 10:17] Epoch: 0, Train Step: 17/2000000, Bsz = 16, Gen Loss 0.032, Disc Loss: 0.513
[2024-07-11 10:17] Epoch: 0, Train Step: 18/2000000, Bsz = 16, Gen Loss 0.028, Disc Loss: 0.488
