Num of avail GPUs: 1
Device cuda
Loading ERA5 TCW ...
Start training srgan on era5-TCW:
Gen: 24492949
Disc: 5214273
Nr of Trainable Params on cuda:   29707222
[2024-07-12 11:15] Epoch: 0, Train Step: 1/2000000, Bsz = 16, Gen Loss 0.169, Disc Loss: 1.390
[2024-07-12 11:15] Epoch: 0, Train Step: 2/2000000, Bsz = 16, Gen Loss 6.172, Disc Loss: 1.345
[2024-07-12 11:15] Epoch: 0, Train Step: 3/2000000, Bsz = 16, Gen Loss 0.303, Disc Loss: 1.227
[2024-07-12 11:15] Epoch: 0, Train Step: 4/2000000, Bsz = 16, Gen Loss 0.169, Disc Loss: 1.138
[2024-07-12 11:15] Epoch: 0, Train Step: 5/2000000, Bsz = 16, Gen Loss 0.278, Disc Loss: 1.065
[2024-07-12 11:15] Epoch: 0, Train Step: 6/2000000, Bsz = 16, Gen Loss 0.105, Disc Loss: 0.996
[2024-07-12 11:15] Epoch: 0, Train Step: 7/2000000, Bsz = 16, Gen Loss 0.091, Disc Loss: 1.015
[2024-07-12 11:15] Epoch: 0, Train Step: 8/2000000, Bsz = 16, Gen Loss 0.215, Disc Loss: 0.998
[2024-07-12 11:15] Epoch: 0, Train Step: 9/2000000, Bsz = 16, Gen Loss 0.104, Disc Loss: 0.936
[2024-07-12 11:15] Epoch: 0, Train Step: 10/2000000, Bsz = 16, Gen Loss 0.049, Disc Loss: 0.934
[2024-07-12 11:15] Epoch: 0, Train Step: 11/2000000, Bsz = 16, Gen Loss 0.060, Disc Loss: 0.759
[2024-07-12 11:15] Epoch: 0, Train Step: 12/2000000, Bsz = 16, Gen Loss 0.072, Disc Loss: 0.735
[2024-07-12 11:15] Epoch: 0, Train Step: 13/2000000, Bsz = 16, Gen Loss 0.093, Disc Loss: 0.670
[2024-07-12 11:15] Epoch: 0, Train Step: 14/2000000, Bsz = 16, Gen Loss 0.067, Disc Loss: 0.666
[2024-07-12 11:15] Epoch: 0, Train Step: 15/2000000, Bsz = 16, Gen Loss 0.052, Disc Loss: 0.583
[2024-07-12 11:15] Epoch: 0, Train Step: 16/2000000, Bsz = 16, Gen Loss 0.037, Disc Loss: 0.588
[2024-07-12 11:15] Epoch: 0, Train Step: 17/2000000, Bsz = 16, Gen Loss 0.038, Disc Loss: 0.548
[2024-07-12 11:15] Epoch: 0, Train Step: 18/2000000, Bsz = 16, Gen Loss 0.041, Disc Loss: 0.467
