Num of avail GPUs: 1
Device cuda
Loading ERA5 TCW ...
Start training srgan on era5-TCW:
Gen: 24492949
Disc: 5214273
Nr of Trainable Params on cuda:   29707222
[2024-07-12 11:15] Epoch: 0, Train Step: 1/2000000, Bsz = 16, Gen Loss 0.214, Disc Loss: 1.390
[2024-07-12 11:15] Epoch: 0, Train Step: 2/2000000, Bsz = 16, Gen Loss 5.962, Disc Loss: 1.343
[2024-07-12 11:15] Epoch: 0, Train Step: 3/2000000, Bsz = 16, Gen Loss 0.277, Disc Loss: 1.220
[2024-07-12 11:15] Epoch: 0, Train Step: 4/2000000, Bsz = 16, Gen Loss 0.196, Disc Loss: 1.130
[2024-07-12 11:15] Epoch: 0, Train Step: 5/2000000, Bsz = 16, Gen Loss 0.280, Disc Loss: 1.054
[2024-07-12 11:15] Epoch: 0, Train Step: 6/2000000, Bsz = 16, Gen Loss 0.106, Disc Loss: 0.986
[2024-07-12 11:15] Epoch: 0, Train Step: 7/2000000, Bsz = 16, Gen Loss 0.081, Disc Loss: 0.994
[2024-07-12 11:15] Epoch: 0, Train Step: 8/2000000, Bsz = 16, Gen Loss 0.213, Disc Loss: 1.019
[2024-07-12 11:15] Epoch: 0, Train Step: 9/2000000, Bsz = 16, Gen Loss 0.114, Disc Loss: 0.923
[2024-07-12 11:16] Epoch: 0, Train Step: 10/2000000, Bsz = 16, Gen Loss 0.074, Disc Loss: 0.976
[2024-07-12 11:16] Epoch: 0, Train Step: 11/2000000, Bsz = 16, Gen Loss 0.114, Disc Loss: 0.760
[2024-07-12 11:16] Epoch: 0, Train Step: 12/2000000, Bsz = 16, Gen Loss 0.106, Disc Loss: 0.841
[2024-07-12 11:16] Epoch: 0, Train Step: 13/2000000, Bsz = 16, Gen Loss 0.107, Disc Loss: 0.708
[2024-07-12 11:16] Epoch: 0, Train Step: 14/2000000, Bsz = 16, Gen Loss 0.066, Disc Loss: 0.691
[2024-07-12 11:16] Epoch: 0, Train Step: 15/2000000, Bsz = 16, Gen Loss 0.052, Disc Loss: 0.609
[2024-07-12 11:16] Epoch: 0, Train Step: 16/2000000, Bsz = 16, Gen Loss 0.051, Disc Loss: 0.615
[2024-07-12 11:16] Epoch: 0, Train Step: 17/2000000, Bsz = 16, Gen Loss 0.057, Disc Loss: 0.565
[2024-07-12 11:16] Epoch: 0, Train Step: 18/2000000, Bsz = 16, Gen Loss 0.056, Disc Loss: 0.568
